name0,name1,name2,name3,amounts_inrcr,amounts_usdb
"Ministry of Defence
Demand No. 20
Defence Services (Revenue)",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Army,182649.97,21.488231764705883
"Ministry of Defence
Demand No. 20
Defence Services (Revenue)",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Air Force,44345.58,5.21712705882353
"Ministry of Defence
Demand No. 20
Defence Services (Revenue)",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Navy,32284.2,3.798141176470588
"Ministry of Defence
Demand No. 20
Defence Services (Revenue)",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Research and Development,10413.89,1.2251635294117647
"Ministry of Defence
Demand No. 20
Defence Services (Revenue)",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Defence  Ordnance Factories,426.5,0.050176470588235295
