source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Chemicals and Fertilisers
Demand No. 6
Department of Fertilisers",r,r_mocafdn6dof,175148.48,1751484800000.0,20605703529.411766
"Ministry of Chemicals and Fertilisers
Demand No. 6
Department of Fertilisers",CENTRE'S EXPENDITURE,r_mocafdn6dof,r_mocafdn6dof_cse,175148.48,1751484800000.0,20605703529.411766
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_mocafdn6dof_cse,r_mocafdn6dof_cse_cssp,175103.37,1751033700000.0,20600396470.588234
CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,r_mocafdn6dof_cse,r_mocafdn6dof_cse_eeotc,44.95,449500000.0,5288235.294117647
CENTRE'S EXPENDITURE,Other Central Sector Expenditure,r_mocafdn6dof_cse,r_mocafdn6dof_cse_ocse,0.16,1600000.0,18823.529411764706
Central Sector Schemes/Projects,Nutrient Based Subsidy,r_mocafdn6dof_cse_cssp,r_mocafdn6dof_cse_cssp_nbs,44000.0,440000000000.0,5176470588.235294
Central Sector Schemes/Projects,Scheme for promotion of flagging of merchant ships in India,r_mocafdn6dof_cse_cssp,r_mocafdn6dof_cse_cssp_sfpofomsii,3.25,32500000.0,382352.9411764706
Central Sector Schemes/Projects,Urea Subsidy,r_mocafdn6dof_cse_cssp,r_mocafdn6dof_cse_cssp_us,131100.12,1311001200000.0,15423543529.411764
Nutrient Based Subsidy,Payment for Indigenous P and K Fertilizers,r_mocafdn6dof_cse_cssp_nbs,r_mocafdn6dof_cse_cssp_nbs_pfipakf,25500.0,255000000000.0,3000000000.0
Nutrient Based Subsidy,Payment for Imported P and K Fertilizers,r_mocafdn6dof_cse_cssp_nbs,r_mocafdn6dof_cse_cssp_nbs_pfipakf,18500.0,185000000000.0,2176470588.2352943
Establishment Expenditure of the Centre,Secretariat,r_mocafdn6dof_cse_eeotc,r_mocafdn6dof_cse_eeotc_s,44.95,449500000.0,5288235.294117647
